asm_acc	year	geo	source	organism	phenotypes	genotypes	n_genes
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;POINT:ramR_G38PfsTer24;aac(3)-IId;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M;blaKPC;blaSHV;blaTEM;catA1;dfrA12;dfrA50;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sat2;sul1;sul2;tet(G)	30
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Intermediate;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Intermediate;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_R115VfsTer30;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IIe;aac(6')-Ib3;aadA2;aph(3')-Ia;blaKPC;blaOXA;blaSHV;blaTEM;catA1;dfrA12;dfrA50;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sat2;sul1	23
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK36_D135DGD;POINT:parC_S80I;POINT:ramR_W95Ter;aac(3)-IId;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M;blaKPC;blaOXA;blaSHV;blaTEM;catB3;dfrA12;dfrA30;dfrA50;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sul1;sul2;tet(A);tet(D);tet(G)	32
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK36_D135DGD;POINT:parC_S80I;POINT:ramR_W95Ter;aac(3)-IId;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M;blaKPC;blaOXA;blaSHV;blaTEM;catB3;dfrA12;dfrA30;dfrA50;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sul1;sul2;tet(A);tet(D);tet(G)	32
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Intermediate;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Intermediate;marbofloxacin=Intermediate;meropenem=Intermediate;neomycin=Intermediate;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	aac(6')-Iq;aadA1;aph(3')-VIa;blaCTX-M;blaKPC;catA2;cmlA4;dfrA15;emrD;fosA;qnrB12;sul1;sul2	13
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Intermediate;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Intermediate;marbofloxacin=Resistant;meropenem=Susceptible;neomycin=Intermediate;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	aac(6')-Iq;aadA1;aph(3')-VIa;blaCTX-M;blaKPC;catA2;cmlA4;dfrA15;emrD;fosA;mph(A);mrx(A);qnrB12;sul1;sul2	15
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_R115VfsTer30;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aac(3)-IIe;aac(6')-Ib3;aph(3'')-Ib;aph(6)-Id;blaKPC;blaOXA;blaSHV;blaTEM;catA1;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sul1;sul2;tet(G)	26
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefepime=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;meropenem=Susceptible;piperacillin-tazobactam=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M;blaKPC;blaSHV;blaTEM;dfrA12;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sat2;sul1;sul2;tet(G)	27
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Intermediate;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Intermediate;marbofloxacin=Resistant;meropenem=Susceptible;neomycin=Intermediate;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	aac(6')-Iq;aadA1;aph(3')-VIa;blaCTX-M;blaKPC;catA2;cmlA4;dfrA15;emrD;fosA;mph(A);mrx(A);qnrB12;sul1;sul2	15
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Susceptible;cefalexin=Resistant;cefalotin=Susceptible;cefepime=Resistant;cefoperazone=Resistant;cefoxitin=Susceptible;ceftazidime=Resistant;ceftiofur=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Resistant;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Resistant;marbofloxacin=Susceptible;meropenem=Resistant;neomycin=Resistant;piperacillin-tazobactam=Intermediate;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83F;POINT:mgrB_Q30Ter;POINT:ompK35_Q288Ter;POINT:ompK36_D135DGD;POINT:parC_E84K;blaSHV;emrD;fosA;oqxA;oqxB32;sul2	12
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Intermediate;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Intermediate;marbofloxacin=Resistant;meropenem=Susceptible;neomycin=Intermediate;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	aac(6')-Iq;aadA1;aph(3')-VIa;blaCTX-M;blaKPC;catA2;cmlA4;dfrA15;emrD;fosA;mph(A);mrx(A);qnrB12;sul1;sul2	15
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Intermediate;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Intermediate;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib3;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M;blaKPC;blaOXA;blaSHV;blaTEM;dfrA12;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB;rmtB1;sat2;sul1;sul2;tet(A);tet(G)	29
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Intermediate;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Intermediate;enrofloxacin=Resistant;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Intermediate;marbofloxacin=Resistant;meropenem=Susceptible;neomycin=Intermediate;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	aph(3')-VIa;blaKPC;emrD;fosA	4
NULL	2021	Brazil	hospital	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_R115VfsTer30;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IIe;aac(6')-Ib3;blaCTX-M;blaKPC;blaOXA;blaSHV;blaTEM;catA1;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	19
NULL	2019	Brazil	hospital	Klebsiella pneumoniae	amikacin=Intermediate;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Intermediate;gentamicin=Resistant;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_D87G;POINT:gyrA_S83Y;POINT:ompK36_T136TDT;POINT:parC_S80I;aac(6')-Ib-cr5;aph(3')-Ia;blaCTX-M;blaKPC;blaLAP;blaOXA;blaSHV;catB3;dfrA14;emrD;erm(42);fosA;oqxA;oqxB20;qnrS1;sul2	20
NULL	2019	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aadA2;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaKPC;blaSHV;blaTEM;catA1;dfrA12;dfrA50;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sat2;sul1;sul2;tet(G)	28
NULL	2019	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M;blaKPC;blaSHV;blaTEM;catA1;dfrA12;dfrA50;emrD;erm(42);floR2;fosA;mph(A);mrx(A);oqxA;oqxB;rmtB1;sat2;sul1;sul2;tet(G)	29
NULL	2019	Brazil	hospital	Klebsiella pneumoniae	amikacin=Intermediate;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_D87G;POINT:gyrA_S83Y;POINT:ompK36_T136TDT;POINT:parC_S80I;aac(6')-Ib-cr5;aph(3')-Ia;blaCTX-M;blaKPC;blaLAP;blaOXA;blaSHV;catB3;dfrA14;emrD;erm(42);fosA;oqxA;oqxB20;qnrS1;sul2	20
NULL	2019	Brazil	hospital	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_R115VfsTer30;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IIe;aac(6')-Ib3;blaCTX-M;blaKPC;blaSHV;blaTEM;dfrA30;emrD;fosA;oqxA;oqxB;sul1	16
NULL	2019	Brazil	hospital	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;aztreonam=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Resistant;gentamicin=Resistant;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87G;POINT:gyrA_S83Y;POINT:ompK36_T136TDT;POINT:parC_S80I;aac(6')-Ib-cr5;blaCTX-M;blaKPC;blaLAP;blaOXA;blaSHV;catB3;dfrA14;emrD;fosA;oqxA;oqxB20;qnrS1	17
NULL	2019	Brazil	hospital	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Intermediate;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83F;POINT:mgrB_K3Ter;POINT:ompK35_Q288Ter;POINT:ompK36_D135DGD;POINT:parC_E84K;blaKPC;blaSHV;emrD;fosA;oqxA;oqxB;oqxB32;sul2	14
NULL	2019	Brazil	hospital	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;aztreonam=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Resistant;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Intermediate;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaCTX-M;blaKPC;blaSHV;blaTEM;catA1;dfrA12;dfrA50;emrD;erm(42);fosA;mph(A);mrx(A);oqxA;oqxB;sat2;sul1;sul2	25
NULL	2020	Brazil	hospital	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:parC_S80I;aac(3)-IVa;aac(6')-Ib;aadA1;aph(3')-VIa;aph(4)-Ia;blaCTX-M;blaKPC;blaNDM;blaOXA;blaSHV;blaSHV-2A;blaTEM;ble;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;qnrB19;qnrS1	23
NULL	2018	Brazil	hospital	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Intermediate;gentamicin=Resistant;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Resistant;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:parC_S80I;aac(6')-Ib-cr5;arr;blaKPC;blaLAP;blaNDM;blaOXA;blaSHV;blaTEM;ble;catB3;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;qnrS1;sul1;tet(A);tet(C)	22
NULL	2020	Brazil	hospital	Klebsiella pneumoniae	amikacin=Intermediate;amoxicillin-clavulanic acid=Susceptible;ampicillin=Susceptible;cefalexin=Susceptible;cefalotin=Susceptible;cefepime=Susceptible;cefoperazone=Susceptible;cefoxitin=Susceptible;ceftazidime=Susceptible;ceftiofur=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;enrofloxacin=Susceptible;ertapenem=Susceptible;florfenicol=Intermediate;gentamicin=Resistant;imipenem=Susceptible;marbofloxacin=Susceptible;meropenem=Susceptible;neomycin=Susceptible;piperacillin-tazobactam=Susceptible;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_D87G;POINT:gyrA_S83Y;POINT:ompK36_T136TDT;POINT:parC_S80I;aac(6')-Ib-cr5;aph(3')-Ia;blaCTX-M;blaKPC;blaLAP;blaOXA;blaSHV;catB3;dfrA14;emrD;erm(42);fosA;oqxA;oqxB20;qnrS1;sul2	20
